代码,细分行业,财报年度,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数
000528,工程机械,2019Q3,20191225,19931118,14.76,0,0,278.5,101.37,4.82,61.87,192.4,27.85,7.63,126.08,49.45,44.63,31.27,142.19,108.1,11.2,0.61,11.27,9.42,8.82,8.27,49.22,10.23,1.63,98328,9672,6.39,23.31,5.59,0.96,9.54,0.69,2.2,0.6,6.87,0,2.12,3.33,0.69,36.4,8.7,23.98,7.87,6.2,3.36,9807
000990,化工原料,2019Q3,20191225,20000706,12.53,0,0,241.1,164.13,0.74,31.62,54.89,64.12,6.05,43.44,8.43,10.78,129.04,42.96,30.56,3.71,-0.04,4.16,3.19,3.43,2.98,25.72,5.92,-4.21,33972,9936,13.54,-47.38,-1.54,1.04,28.87,3.98,2,0.28,13.1,0,10.3,2.05,0.47,68.07,2.09,28.86,8.64,7.97,1.39,4424
300748,元器件,2019Q3,20191225,20180921,4.13,0,0,22.59,11.69,-0.04,48.42,17.47,3.67,0.31,9.05,6.27,6.4,3.82,11.7,9.31,1.2,0,1.2,1.06,1.06,1,3.28,0,-2.02,48350,2478,8.97,-7.08,18.95,12.8,31220.21,12.8,0.29,0.258,2.83,0,0.92,0.79,0,51.76,9.1,20.39,10.26,9.1,0.39,1983
002256,染料涂料,2019Q3,20191225,20080625,18.82,0,0,30.48,19.04,0.26,36.69,6.49,14.23,0.57,4.78,0.32,4.43,0.29,3.29,1.99,-0.25,-0.02,-0.21,-0.3,-0.3,-0.4,-0.49,1.16,-0.11,91591,9886,2.27,-135.24,-33.18,2.27,37.32,13.18,0,-0.016,1.01,0,0.02,-0.03,0.06,62.45,-1.56,39.4,-7.55,-9.02,0.08,549
300390,元器件,2019Q3,20191225,20140731,5.51,0,0,10.99,8.69,0.15,19.52,3.87,1.95,0.35,1.98,1.15,1.54,0.72,5.4,3.8,0.61,0.01,0.61,0.52,0.5,0.47,2.25,1.06,-0.99,27091,10254,7.18,33.84,-7.25,4.44,36.25,7.14,1.29,0.091,1.58,0,0.13,0.41,0.19,79.09,5.76,29.71,11.22,9.27,0.22,1317
600297,汽车服务,2019Q3,20191225,20001116,81.6,0,0,1322.74,377.65,93.77,64.36,768.74,133.97,97.55,643.35,183.51,26.45,134.25,1221.77,1098.44,37.06,2.77,37.85,28.04,22.46,20.15,161.82,-49.49,-32.22,37930,78998,29.15,-28.76,1.47,0.8,-6.08,0.25,0.39,0.275,4.63,0,1.65,1.98,-0.61,28.55,5.95,10.09,3.03,1.84,0,50490
000537,区域地产,2019Q3,20191225,19931210,18.63,0,0,769.35,129.02,0,83.23,686.77,16.67,8.29,483.52,589.61,0.2,17.21,130.81,76.71,33.15,-0.01,33.31,24.6,24.6,24.41,90.54,-24.89,19.94,34514,11762,8.5,6.64,-9.46,1.04,-5.41,1.03,1.72,1.321,6.93,0,0.92,4.86,-1.34,16.77,19.07,41.35,25.34,18.81,0,1890
603818,家居用品,2019Q3,20191225,20150422,4.89,0,0,76.03,14.99,4.32,74.6,17.8,16.84,24.66,11.18,6.98,3.69,3.61,30.09,16.56,0.48,-0.1,0.48,1.01,0.8,0.74,6.59,4.99,2.25,20320,6463,4.96,-15.71,78.12,2.5,7.51,1.25,0,0.164,3.07,0,0.74,1.35,1.02,19.72,5.35,44.96,1.59,2.66,0.61,3589
000509,其他建材,2019Q3,20191225,19930507,8.25,0,0,2.19,0.43,0.04,78.59,1.43,0.22,0,1.71,0.03,0.55,2.53,0.5,0.2,0.1,0,0.18,0.17,0.08,0,-10.64,0.15,0.08,55000,11387,2.46,200.19,-95.85,41.35,116.23,35.99,0,0.01,0.05,0,0.31,-1.29,0.02,19.71,19.3,59.55,19.32,16.8,0,64
603699,专用机械,2019Q3,20191225,20140117,7.5,0,0,47.08,25.34,0.47,45.19,35.83,6.53,1.13,20.69,13.16,15.21,8.07,22.11,14.19,4.26,0.34,4.31,3.73,3.71,3.37,7.42,-0.8,-1.29,13092,11839,15.73,83.66,6.72,3.93,-123.96,4.51,4.76,0.494,3.38,0,1.08,0.99,-0.11,53.82,14.63,35.81,19.26,16.76,0.71,3488
002165,化工原料,2019Q3,20191225,20070913,6.02,0,0,40.69,15.43,0.08,61.89,18.3,6.02,2.32,19.01,2.75,3.48,2.98,18,14.3,0.84,0.02,0.84,0.66,0.66,0.6,5.57,-1.23,0.61,34000,12173,5.36,168.5,-4.41,1.72,-21.48,1.47,0.87,0.109,2.56,0,0.5,0.93,-0.2,37.92,4.27,20.57,4.69,3.66,0.41,1178
688023,软件服务,2019Q3,20191225,20191105,0.74,0,0,8.88,4.65,0,47.61,5.7,2.68,0.07,2.88,0.88,1.74,3.09,4.71,1.49,-0.53,-0.01,-0.54,-0.42,-0.42,-0.49,0.86,-1,-1.45,3446,4493,80.62,0,0,9.38,-132.71,28.21,0,-0.56,19.13,19.13,4.17,1.16,-1.35,52.39,-8.92,68.31,-11.21,-8.81,1.33,1568
600702,白酒,2019Q3,20191225,19960524,3.37,0,0,54.89,28.21,1.96,45.05,42.16,6.44,1.38,24.21,24.02,1.09,8.81,18.43,4.5,4.57,0.03,4.51,3.27,3.03,3.04,16.56,2.63,2.96,51213,4468,12.81,10.93,16.01,3.43,36.79,5.24,0.34,0.91,8.37,0,2.61,4.91,0.78,51.39,10.74,75.57,24.78,16.43,0.17,4781
002660,电气设备,2019Q3,20191225,20120316,2.74,0,0,15.54,6.06,0.01,60.95,9.47,3.87,0.23,8.9,1.05,4.42,4.11,8.92,6.92,0.53,0.03,0.55,0.5,0.51,0.4,-1.05,0.35,0.19,34000,5081,4.48,600.57,-8.5,3.99,69.36,2.71,0,0.186,2.21,0,1.5,-0.38,0.13,39.02,8.41,22.37,5.94,5.71,0.44,1738
300234,陶瓷,2019Q3,20191225,20110622,2.9,0,0,12.35,9.24,0.03,24.96,7.01,2.16,0.51,2.9,2.28,2.39,4.15,4.43,3.09,1.09,0.47,1.09,0.98,0.95,0.63,2.72,-0.42,-0.44,13856,10179,10.41,4638.6,254.64,3.21,-69.84,6.68,0,0.34,3.19,0,1.43,0.94,-0.15,74.8,10.3,30.31,24.57,21.47,0.14,621
002105,文教休闲,2019Q3,20191225,20070112,3.69,0,0,17.28,5.62,0.53,64.41,10.75,5.07,0.83,9.75,2.3,5.47,0.52,14.15,11.81,0.52,-0.04,0.58,0.41,0.5,0.43,0.75,1.63,0.2,27262,6949,4.66,858.79,34.12,4.39,15.18,1.74,0,0.135,1.53,0,0.14,0.2,0.44,32.53,8.86,16.52,3.68,3.52,0.23,4332
600712,百货,2019Q3,20191225,19960626,5.45,0,0,18.8,10.25,0,45.47,4.76,10.38,0.27,8.48,1.06,0.06,3.7,13.51,10.94,0.07,0,0.09,0.06,0.06,0.05,0.57,0.22,-0.39,24357,14745,11.03,115.98,-13.26,3.97,183.2,3.02,0,0.011,1.88,0,0.68,0.1,0.04,54.53,0.59,19.03,0.55,0.44,0,1056
300379,软件服务,2019Q3,20191225,20140128,2.81,0,0,20.18,15.32,0,24.08,7.41,0.81,0.18,3.98,0.32,4.05,12.41,2.52,0.52,0.59,-0.01,0.59,0.48,0.48,0.34,1.33,-0.59,-2.01,29735,7289,34.92,115.5,31.64,8.79,-227.33,53.41,0,0.18,5.45,5.45,4.42,0.47,-0.21,75.92,3.16,79.5,23.47,19.2,0.68,584
688268,化工原料,2019Q3,20191225,20191226,1.2,0,0,7.91,6.05,0,23.46,4.94,2.18,0.19,1.79,1.07,1.84,2.05,6.08,3.9,0.74,0.02,0.76,0.64,0.64,0.58,2.69,0.67,-0.32,26566,1025,7.17,0,0,7.07,126.06,13.81,0,0.536,9.9,9.9,1.71,2.24,0.56,76.54,10.62,35.81,12.21,10.57,0.17,830
300429,化工原料,2019Q3,20191225,20150324,5.15,0,0,20.85,16.49,0.65,17.79,9.52,3.85,1.56,3.27,2.99,1.18,4.98,6.51,3.88,1.54,0.21,1.54,1.27,1.31,1.18,6.07,0.82,-0.5,34279,7310,12.62,16.21,27.07,5.39,108.37,13.65,0.42,0.254,3.2,0,0.97,1.18,0.16,79.08,7.93,40.47,23.65,20.06,0.46,1110
300576,染料涂料,2019Q3,20191225,20161220,1.2,0,0,6.23,4.52,0,27.44,4.13,1.31,0.16,1.66,0.77,1.82,1.36,3.26,2.23,0.35,0,0.35,0.26,0.26,0.25,1.79,0.2,-0.11,11058,3628,9.81,-15.64,4.73,7.18,158.26,9.95,0.33,0.219,3.77,0,1.13,1.49,0.17,72.56,5.82,31.57,10.68,8.06,0.18,338
300439,医疗保健,2019Q3,20191225,20150422,3.45,0,0,44.96,20.65,0.89,52.1,22.53,4.08,1.77,20.29,4.19,12.08,6.08,23.54,15.17,2.87,0.32,2.87,2.23,2.05,1.72,10.73,2.56,-0.85,18481,6555,8.21,3.67,0.26,2.1,16.89,1.84,1.04,0.6,5.98,0,1.76,3.11,0.74,45.93,9.95,35.56,12.18,8.72,0.88,2863
300629,矿物制品,2019Q3,20191226,20170324,1.21,0,0,11.73,6.63,0,43.51,5.51,1.14,0.35,2.87,1.47,2.56,4.17,1.15,0.84,-0.13,0,-0.13,-0.12,-0.12,-0.14,1.1,0.1,-0.11,7722,4861,10.64,-202.38,-31.56,4.01,276.58,23.15,0.04,-0.12,5.47,0,3.44,0.91,0.08,56.49,-1.87,26.46,-11.67,-10.79,0.1,342
600242,软件服务,2019Q3,20191226,20001207,4.57,0,0,36.84,21.32,1.88,37.03,13.7,0.04,0.53,8.19,0.27,7.32,21,23.55,21.67,0.45,0.01,0.46,0.4,0.28,0.28,-4.56,-0.46,-1.82,42309,5492,4.2,-70.89,9.35,1.64,-76.53,1.48,0,0.062,4.67,0,4.6,-1,-0.1,57.87,1.33,8.02,1.92,1.2,0.05,336
002468,仓储物流,2019Q3,20191226,20100908,15.31,0,0,126.98,88.32,0.7,29.89,60.22,27.76,8.71,37.58,0.31,9.62,31.94,156.56,137.79,14.05,0.22,14.57,11.12,11.06,10.49,47.01,10.59,-13.19,38377,11696,22.23,-31.35,41.01,3.29,27.47,1.86,2.6,0.722,5.77,0,2.09,3.07,0.69,69.56,12.52,11.99,8.98,7.06,0.62,14508
600538,医药商业,2019Q3,20191226,20030114,4.64,0,0,7.33,6.31,0,13.89,5.03,1,0.32,1.02,0.35,1.66,5.87,1.83,1.53,-0.06,0.03,-0.05,-0.06,-0.06,-0.12,-4.54,-0.08,1.59,17281,14062,6.4,-5.85,12.57,3.35,-259.2,11.54,0,-0.013,1.36,0,1.26,-0.98,-0.02,86.11,-0.97,16.57,-3.45,-3.35,0,380
300093,玻璃,2019Q3,20191226,20100708,2.16,0,0,13.95,7.31,0.03,47.42,8.56,4.58,0.4,5.31,2.4,2.42,3.87,3.8,2.5,0.12,0,0.11,0.1,0.1,0.1,0.81,2.45,-0.1,11499,14673,15.99,-10.24,-10.4,3.22,9.63,6.2,0,0.048,3.38,0,1.79,0.37,1.13,52.38,1.42,34.27,3.06,2.73,0.14,1175
002434,汽车配件,2019Q3,20191226,20100618,13.4,0,0,100.4,61.16,0.69,38.39,39.12,15.67,5.48,37.47,7.96,16.13,30.4,32.91,25.13,3.91,0.13,3.84,3.42,3.48,2.26,17.54,8.28,-2.19,21259,25437,25.39,-5.36,1.95,2.19,16.15,4.06,1.45,0.27,4.56,0,2.27,1.31,0.62,60.92,5.69,23.63,11.89,10.58,1.56,5076
600185,区域地产,2019Q3,20191226,19990611,20.61,0,0,320.61,79.25,0.11,75.25,258.59,1.64,0.01,73.39,223.99,1.36,11.11,34.32,24.55,6.69,0.08,6.72,5.03,5.02,4.91,46.27,9.85,8.36,38994,26746,12.36,28.65,88.69,1.21,9.67,2.77,0,0.23,3.81,3.81,0.54,2.25,0.48,24.72,6.33,28.47,19.5,14.62,0,1643
001914,房产服务,2019Q3,20191226,19940928,10.6,0,0,121.73,47.77,0.22,60.58,42.07,5.88,0.11,28.52,16.36,9.8,4.18,39.18,31.69,1.96,0.16,2,1.25,1.38,1.23,33.2,-3.87,-12.19,14822,21911,43.38,-83.35,-2.27,2.76,-54.2,5.36,0.93,0.21,7.16,7.16,0.39,3.13,-0.37,39.24,2.9,19.12,5.01,3.53,0.11,19886
300231,软件服务,2019Q3,20191226,20110615,4.42,0,0,23.34,12.24,0,47.58,17.9,1.62,0.11,10.83,0.48,7.79,6.21,9.89,7.21,1.34,0.02,1.34,1.16,1.16,1.12,3.1,-3.25,1.46,35316,9413,8.25,15.27,19.24,3.16,-11.9,3.92,1.62,0.27,2.77,0,1.41,0.7,-0.74,52.42,9.44,27.05,13.6,11.69,0.23,982
600867,生物制药,2019Q3,20191226,19940824,20.34,0,0,53.4,50.06,0.08,6.12,19.84,10.5,2.2,2.9,6.72,5.56,9.33,20.57,5.19,8.11,0.26,8,6.86,6.88,6.88,14.9,9.47,0.72,53788,23085,28.07,0.08,2.41,4.94,26.11,12.02,1.6,0.338,2.46,0,0.46,0.73,0.47,93.73,13.75,74.75,39.42,33.45,0.56,2651
603298,专用机械,2019Q3,20191226,20161227,6.19,0,0,62.16,41.49,3.54,27.55,43.34,12.38,2.8,16.67,9.51,7.61,9.62,67.5,53.39,6.28,0.85,6.31,5.31,4.78,3.95,22.36,8.28,7.86,23623,9217,12.36,11.2,4.47,2,10.02,1.23,2.17,0.773,6.71,0,1.55,3.61,1.34,66.75,11.52,20.9,9.3,7.08,2.59,3895
002925,元器件,2019Q3,20191226,20180115,4.58,0,0,50.11,38.27,0.38,22.87,37.89,3.6,0.66,10.49,5.64,12.01,17.1,26.02,15.94,7.6,0.31,7.61,6.53,6.5,6.11,15.73,1.53,-3.06,27624,4340,23.89,7.31,29.02,6.59,164.51,9.69,1.76,1.419,8.35,0,3.73,3.43,0.33,76.36,16.98,38.71,29.23,24.98,1.68,3602
002606,电气设备,2019Q3,20191226,20110805,4.07,0,0,13.94,9.2,0.09,33.43,8.93,3.21,0.96,3.91,2.77,3.88,1.25,5.07,3.33,0.51,0.01,0.55,0.44,0.44,0.39,3.45,0.52,0.31,31366,8931,5.12,750.01,15.32,2.54,45.16,4.6,0,0.108,2.26,0,0.31,0.85,0.13,65.95,4.78,34.28,10.01,8.67,0.24,1300
603203,专用机械,2019Q3,20191226,20161108,1.57,0,0,11.12,9.31,0,16.31,9.53,1.37,0.14,1.66,0.66,0.74,3.64,3.37,1.54,1.45,0.15,1.45,1.25,1.25,1.04,3.78,1.41,0.66,9021,5968,16.6,11.07,6.4,4.7,31.07,12.98,1.04,0.8,5.91,0,2.31,2.4,0.9,83.69,13.43,54.42,42.85,37.04,0.27,700
000785,百货,2019Q3,20191226,19970711,60.2,0,0,27.3,13.31,1.63,45.29,12.71,5.83,0.39,9.58,2.47,0.91,0.74,29.44,21.97,2.19,0.06,2.19,1.71,1.36,1.31,7.62,-0.02,-4.62,23098,1898,1.83,43.47,-0.18,1.82,-33006.01,19.71,0,0.54,5.3,5.3,0.01,0.13,0,48.75,10.2,25.37,7.43,4.61,0,5044
002972,运输设备,2019Q3,20191226,20191227,1.76,0,0,7,5.45,0.01,22.02,6.15,0.4,0.03,1.53,0.83,3.12,0.57,2.28,0.88,0.98,0,1.01,0.87,0.87,0.84,3.2,0.21,-0.29,86253,511,1.2,0,0,4.15,198.6,18.19,0,0.492,5.67,5.67,0.33,1.82,0.12,77.86,15.93,61.3,42.81,38.04,0.14,300
300690,电气设备,2019Q3,20191226,20170808,1.11,0,0,12.32,9.86,0,20.01,9.64,1.8,0.45,2.47,1.64,3.07,5.59,5.56,3.33,1.39,0.11,1.44,1.21,1.21,1.07,3.06,0.51,-0.25,11474,4553,11.88,56.54,49.35,2.94,56.9,5.21,1.65,1.11,8.88,0,5.04,2.76,0.46,80.02,12.31,40.19,24.97,21.83,0.21,1297
002815,元器件,2019Q3,20191226,20161012,8.84,0,0,53.19,35.49,0,33.27,19.88,20.54,2.64,14.55,3.15,7.41,10.36,27.77,19.27,4.38,0.54,4.37,3.9,3.9,3.67,15.57,6.96,-0.14,30078,9043,16.62,-9.83,0.17,4.57,23.34,5.85,1.67,0.47,4.02,4.02,1.17,1.76,0.79,66.73,11,30.62,15.76,14.06,1.63,4165
002771,软件服务,2019Q3,20191226,20150629,2.1,0,0,11.43,6.77,0.01,40.71,9.63,1.16,0.16,4.56,2.8,5.14,1.52,4.63,3.45,0.18,0,0.18,0.16,0.16,0.13,2.79,-1.04,-1.1,22548,4601,5.11,-43.66,-14.9,3.44,-22.48,5.03,0.5,0.076,3.23,0,0.72,1.33,-0.49,59.2,2.37,25.42,3.89,3.46,0.29,532
300528,影视音像,2019Q3,20191226,20160808,3.73,0,0,24,13.22,-0.26,46,17.35,3.34,0.28,10.79,4.67,1.82,8.6,14.01,9.18,-0.48,0.06,-0.52,-0.53,-0.36,-0.45,0.51,1.49,0.88,28210,5015,3.41,-134.22,2.66,1.91,16.97,1.81,0,-0.095,3.55,0,2.31,0.14,0.4,55.09,-2.69,34.51,-3.43,-2.53,0,1641
600855,专用机械,2019Q3,20191226,19940425,4.4,0,0,25.92,11.57,2.03,47.52,21.29,1.18,0.46,12.17,4.09,10.35,4.75,11.76,9.33,0.17,-0.01,0.18,0.1,-0.11,-0.21,3.01,-2.68,-2.7,47657,4570,5.39,-205.56,30.54,3.59,-19.34,4.41,0.42,-0.03,3.29,3.29,1.08,0.69,-0.61,44.65,-0.91,20.67,1.48,-0.89,0.25,1738
300212,软件服务,2019Q3,20191226,20110505,5.42,0,0,120,31.38,6.02,68.84,84.75,3.32,5.84,56.44,51.05,23.87,15.29,24.37,17.23,2.57,0.82,2.55,2.07,2.04,1.12,10.63,0.26,-7.46,22467,13642,50.95,84.64,27.35,6.45,787.62,8.3,0.34,0.377,5.79,0,2.82,1.96,0.05,26.15,6.5,29.28,10.57,8.38,0.77,1907
601155,区域地产,2019Q3,20191226,20151204,22.57,0,0,4529.42,303.45,239.74,88.01,3702.05,20.27,5.31,3421.6,2365.37,1.61,26.44,295.6,187.44,53.61,11.35,54.16,41.79,37.32,30.67,243.14,-7.41,21.22,85275,8567,29.13,19.57,19.22,2.61,-103.53,2.6,4.15,1.67,13,13,1.17,10.77,-0.33,6.7,12.3,36.59,18.14,12.62,0,20653
600155,证券,2019Q3,20191226,19980918,17.4,0,0,425.16,150.94,0.73,64.33,318.11,3.56,1.14,185.47,0.22,1.65,134.28,1.65,0.21,4.62,6.3,4.66,3.33,3.24,3.5,-1.12,4.7,4.51,69116,13538,17.22,30.74,64.79,1.47,47.11,133.78,0,0.186,8.68,0,7.72,-0.06,0.27,35.5,2.15,87.11,279.47,196.06,0,2577
600816,多元金融,2019Q3,20191226,19940128,54.69,0,0,297.91,121.5,7.09,56.84,0,0.1,0.05,0,0,0,31.01,-0.27,0,-6.22,-1.98,-4.84,-3.46,-3.45,-4.5,18.75,-1.12,-4.04,125438,20737,7.63,-1533.59,-102.14,1.66,-179.97,-733.27,0,-0.063,2.22,0,0.57,0.34,-0.02,40.78,-2.84,0,0,0,0,425
002555,互联网,2019Q3,20191227,20110302,21.12,0,0,97.63,65.22,1.34,31.82,55.97,0.41,0.13,28.47,0,17.67,2.21,95.6,12.97,19.61,0.54,19.64,17.64,15.56,14.17,42.86,18.97,3.83,39059,26359,85.43,27.7,72.72,10.5,36.08,7.16,0.97,0.737,3.09,0,0.1,2.03,0.9,66.81,23.85,86.43,20.52,16.27,5.16,2263
300081,文教休闲,2019Q3,20191227,20100520,5.29,0,0,31.81,26.58,0.17,15.9,17.43,0.42,0.79,5.06,4.13,3.02,15.44,3.98,2.23,1.19,-0.11,1.23,1.09,1.08,0.1,5.85,-0.58,-1.7,29747,10638,13.19,-47.8,-17.84,2.47,-112.5,16.47,0,0.203,5.02,0,2.92,1.11,-0.11,83.57,4.05,44,29.96,27,0.23,820
600626,纺织,2019Q3,20191227,19930107,8.52,0,0,112.86,36.67,7.25,61.08,51.44,29.24,3.92,39.77,10.78,20.35,7.23,110.16,99.3,5.1,7.64,5.09,3.2,3.69,-1.41,13.87,-0.18,-2.29,58155,10102,6.34,282.01,-9.01,1.46,-294.61,0.49,0.79,0.433,4.3,0,0.85,1.63,-0.02,32.49,10.06,9.85,4.63,3.35,1.37,11246
600637,影视音像,2019Q3,20191227,19930316,34.15,0,0,363.77,285.53,23.66,15,217.83,24.28,12.09,52.83,25.32,21.18,113.46,85.37,63.44,17.14,5.54,17.19,14.32,13.11,9.69,126.04,10.88,-9.75,156410,11921,12.66,-13.26,-8.01,1.27,33.33,4.25,2.52,0.384,8.36,0,3.32,3.69,0.32,78.49,4.59,25.69,20.07,15.35,1.48,5323
600481,环境保护,2019Q3,20191227,20030422,16.37,0,0,39.43,22.06,0.3,43.31,29.56,4.45,0.92,17.05,4.21,12.01,0.42,17.41,12.33,1.36,0.2,1.53,1.31,1.29,1.01,1.88,-1.01,-2.82,52397,15126,4.79,-14.94,-1.47,2.35,-51.41,2.98,3.73,0.079,1.35,0,0.03,0.11,-0.06,55.94,5.83,29.18,7.78,7.38,0.73,1671
000582,港口,2019Q3,20191227,19951102,16.35,0,0,170,95.95,12.91,35.96,36.22,101.87,22.99,35.49,0.28,4.63,39.12,33.61,20.57,9.09,0,9.1,7.84,7.21,7.09,36.81,12.16,-3.55,29945,16826,14.42,43.61,11.54,1.46,11.52,4.17,1.3,0.441,5.87,0,2.39,2.25,0.74,56.44,7.52,38.8,27.05,21.46,0,3755
603185,机床制造,2019Q3,20191227,20181228,1.76,0,0,25.39,16.74,0,34.08,17.61,2.78,0.51,8.45,3.16,4.22,8.72,4.66,2.48,1.8,0.19,1.8,1.52,1.52,1.29,5.64,-0.79,-7.81,19278,2322,7.43,-12.28,-18.55,3.37,-71.45,12.1,0.35,0.861,9.49,0,4.94,3.2,-0.45,65.92,9.07,46.73,38.56,32.56,0.2,391
601877,电气设备,2019Q3,20191227,20100121,21.51,0,0,538.74,233.27,6.71,55.45,271.31,186.29,3.69,198.87,42.03,88.8,110.61,224.77,158.67,34.41,2.38,34.47,29.93,28.64,27.99,91.29,29.55,-1.51,36378,26373,70.31,2.65,17.62,2.46,19.41,2.55,2.19,1.331,10.84,0,5.14,4.24,1.37,43.3,12.28,29.41,15.31,12.74,6.45,20310
002632,化工原料,2019Q3,20191227,20111122,6.25,0,0,28.28,19.47,0.04,31.01,11.66,6.04,6.03,8.48,3.64,2.96,7.91,9.68,6.07,2.13,0.33,2.16,1.87,1.87,1.36,4.93,0.97,-1.1,27820,9245,6.47,12.19,12.07,2.25,44.86,4.51,4.89,0.3,3.12,0,1.27,0.79,0.16,68.85,9.62,37.36,21.99,19.35,0.4,1508
002523,工程机械,2019Q3,20191227,20101210,14.17,0,0,35.02,20.79,1.06,37.59,25.55,4.07,1.13,12.83,5.47,12.23,0.62,8.27,6.37,0.46,0.09,0.6,0.55,0.56,0.32,4.75,0.88,-0.07,34133,27452,8.07,-29.47,-5.94,2,47.47,5.04,0.99,0.039,1.47,0,0.04,0.33,0.06,59.37,2.67,22.99,5.61,6.72,0.37,1411
603239,汽车配件,2019Q3,20191227,20161230,2.71,0,0,11.32,9.62,0,15.09,7.17,2.31,0.29,1.63,1.03,1.86,3.01,4.38,2.8,0.72,0.02,0.72,0.62,0.62,0.55,3.22,1.9,-1.35,14759,6147,6.77,-45.39,-18.31,3.1,15.68,6.81,2.65,0.23,3.55,0,1.11,1.19,0.7,84.91,6.46,35.97,16.52,14.2,0.23,1860
601989,船舶,2019Q3,20191227,20091216,228.02,0,0,1769.46,842.63,6.79,52,1227.14,295.03,46.65,658.88,307.63,105.67,446.91,242.12,219.76,14,11.7,14.34,12.19,12.22,0.08,154.49,-49.58,-48.05,770620,11008,5.55,-13.91,-19.55,1.36,-23.18,4.75,0.17,0.054,3.7,0,1.96,0.68,-0.22,47.62,1.45,9.24,5.78,5.05,3.98,34973
601021,空运,2019Q3,20191227,20150121,9.17,0,0,293.91,148.59,0.04,49.43,106.72,106.65,0.66,93.35,1.49,1.03,48.94,115.64,95.08,22.28,0.13,22.75,17.17,17.19,15.87,85.1,31.99,32.26,20134,16888,66.15,21.7,13.61,2.42,11.22,3.11,0.5,1.875,16.21,0,5.34,9.28,3.49,50.56,11.57,17.78,19.27,14.86,1.04,7605
002350,电气设备,2019Q3,20191227,20100203,4.93,0,0,35.3,17.55,1.85,45.01,23.09,6.2,1.43,15.76,5.89,11.54,8.19,16.05,12.1,0.58,0.02,0.72,0.57,0.49,0.37,4.72,0.11,-3.11,33804,7415,4.32,-26.08,-7.2,1.63,264.01,1.79,0.99,0.099,3.56,0,1.66,0.96,0.02,49.74,2.77,24.64,3.62,3.03,0.68,2071
300670,电气设备,2019Q3,20191227,20170703,3.16,0,0,8.1,6.12,0.01,24.26,6.64,0.66,0.29,1.9,0.6,2.71,1.07,2.68,1.97,0.28,0,0.28,0.24,0.24,0.23,1.92,-0.07,0.17,17453,5207,4.11,6.37,21.5,3.76,-361.82,9.28,0,0.08,2.1,2.1,0.34,0.61,-0.02,75.56,3.93,26.75,10.48,8.95,0.11,347
600082,园区开发,2019Q3,20191227,19970620,6.46,0,0,30.08,17.13,0,43.06,28.98,0.04,0,10.13,27.25,0,4.13,4.94,3.61,0.28,0.01,0.27,0.17,0.17,0.18,5.51,0.85,-4.41,38522,12392,4.65,1484.45,8.29,1.41,28.67,4.91,0,0.026,2.65,0,0.64,0.85,0.13,56.94,1,26.92,5.66,3.46,0,82
603886,食品,2019Q3,20191227,20161228,2.4,0,0,28.63,15.18,0.01,46.95,20.68,3.03,0.25,13.33,0.68,2.22,5.15,17.89,6.1,3.54,0.11,3.38,2.75,2.75,2.65,6.31,6.33,-0.05,14458,5251,8.95,6.94,8.84,2.7,6.46,2.29,3.75,1.147,6.33,0,2.15,2.63,2.64,53.03,18.14,65.91,19.77,15.39,0.11,4635
002836,广告包装,2019Q3,20191227,20161229,1.6,0,0,7.52,3.83,0.9,37.07,2.72,2.44,0.46,2.1,0.57,0.64,0.35,2.91,1.96,0.35,0,0.35,0.3,0.27,0.26,1.51,0.61,-0.5,15557,2880,3.21,6.27,71.14,4.65,29,6.13,4.34,0.166,2.4,0,0.22,0.94,0.38,50.95,6.93,32.65,12.2,9.14,0.16,364
002032,家用电器,2019Q3,20191227,20040817,8.21,0,0,103.56,63.68,-0.01,38.51,85.56,8.49,4.6,39.66,15.1,24.64,1.82,148.96,103.27,16.29,0.22,16.14,12.45,12.48,12.22,49.84,1.89,8.51,10503,58155,410.69,13.04,11.22,9.11,307.37,3.89,1.75,1.53,7.76,0,0.22,6.07,0.23,61.49,19.6,30.67,10.94,8.38,3.12,12793
603277,专用机械,2019Q3,20191227,20170911,4.1,0,0,25.92,19.38,0,25.24,19.87,3.29,1.23,6.09,4.72,1.73,7.4,12.85,7.04,2.76,0.48,2.76,2.3,2.3,2.01,6.82,1.89,-0.93,20324,3436,3.5,16.56,16.58,2.15,22.13,3.25,1.9,0.56,4.73,4.73,1.81,1.66,0.46,74.76,11.87,45.16,21.48,17.91,0.34,1673
