代码,细分行业,财报年度,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收帐款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,调整后净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数
300099,电器仪表,2019Q3,20191227,20100806,6.69,0,0,19.83,17.07,0.25,12.67,10.78,1.91,0.7,2.5,2.21,2.76,7.84,1.86,0.92,0.05,0.05,0.05,0.02,0.09,0.03,2.04,1.46,1.91,47037,6464,4.06,-64.12,7.22,2.46,28.86,22.64,1.53,0.013,2.55,0,1.17,0.3,0.22,86.09,0.51,50.44,2.61,4.7,0.32,520
002835,元器件,2019Q3,20191227,20161228,2.21,0,0,8.77,6.81,0,22.36,5.85,2.26,0.12,1.95,1.17,1.51,2.01,4.53,3.03,0.26,0.01,0.26,0.26,0.26,0.19,2.49,0.53,-0.46,19052,3470,4.37,6362.13,8.55,4.09,52.4,6.14,0.02,0.118,3.08,0,0.91,1.13,0.24,77.64,3.83,33.21,5.82,5.75,0.79,902
600999,证券,2019Q3,20191227,20091117,66.99,0,9.8,3719.99,834.17,0.85,77.55,0,14.67,4.42,0,0,0,275.34,128.99,0,59.06,33.76,58.86,48.39,48.24,48.34,194.89,112.87,165.44,105078,22174,41.58,57.03,65.56,1.84,11.13,9.74,1.35,0.63,10.21,10.21,4.11,2.91,1.68,22.42,5.78,0,45.79,37.39,0,9058
600960,汽车配件,2019Q3,20191227,20040407,9.51,0,0,90.35,46.97,3.86,43.75,45.84,20.32,3.21,16.16,9.35,9.77,26.59,36.13,31.71,0.25,-0.11,0.27,0.01,0.07,-0.06,8.96,2.89,-1.69,40706,13283,4.08,-89.53,42.45,0.62,10.11,0.81,0.47,0.008,4.94,0,2.8,0.94,0.3,51.98,0.15,12.24,0.7,0.2,0.8,5387
002085,汽车配件,2019Q3,20191227,20061128,21.87,0,0,139.66,60.68,5.17,52.85,69.34,45.85,9.21,53.33,14.37,21.08,1.15,76.79,60.2,7.03,-0.01,8.02,6.34,6.02,4.69,35.57,8.74,2.95,30882,31585,22.9,-23.28,-4.48,2.61,18.14,2.06,3.97,0.275,2.77,0,0.05,1.63,0.4,43.45,9.92,21.61,9.15,7.84,2.57,10441
000550,汽车整车,2019Q3,20191227,19931201,8.63,3.44,0,228.4,105.08,0,54,139.62,55.64,8.18,119.09,20.97,22.69,8.39,204.08,171.77,-0.57,0.24,0.99,1.58,1.58,-0.47,83.84,12.83,1.89,23713,21435,29.77,-27.93,1.08,1.14,9.34,0.59,0.28,0.183,12.17,0,0.97,9.71,1.49,46,1.5,15.83,-0.28,0.77,12.26,16540
000425,工程机械,2019Q3,20191227,19960828,78.34,0,0,691.19,325.29,2.21,52.62,525.75,70.88,21.85,316.54,90.59,246.2,50.12,432.39,352.11,33.72,5.05,33.83,30.34,30.2,27.23,139.77,31.02,10.13,207922,19299,10.02,100.28,26.89,1.46,13.11,0.94,1.1,0.36,3.56,3.56,0.64,1.78,0.4,47.06,9.28,18.57,7.8,6.98,15.17,14318
300621,装修装饰,2019Q3,20191227,20170316,2.08,0,0,26.19,9.37,0.36,62.84,23.28,1.14,0.14,16.4,1.13,16.27,2.95,18.55,15.8,0.9,0.01,0.9,0.77,0.77,0.75,3.86,0.33,0.76,14429,4556,4.83,3.05,6.79,2.36,67.47,1.19,0.72,0.38,4.5,0,1.42,1.86,0.16,35.78,8.25,14.82,4.86,4.17,0.51,867
002587,元器件,2019Q3,20191227,20110610,6.2,0,0,24.63,13.37,0.26,44.66,20.02,1.56,0.35,10.73,2.72,11.04,2.1,8.98,5.03,1.7,0.04,1.7,1.5,1.48,1.39,5.16,-0.93,-0.71,33909,10720,8.38,23.5,-19.1,3.63,-52.41,5.4,1.2,0.239,2.16,2.16,0.34,0.83,-0.15,54.29,11.06,43.97,18.97,16.47,0.6,1448
600336,家用电器,2019Q3,20191227,20001229,7.99,0,0,67.74,19.12,1.79,69.14,44.67,5.61,5.31,42.42,8.15,9.1,11.7,49.08,39.1,1.12,-0.12,1.23,0.93,0.87,0.56,-0.86,13.71,9.76,35075,11369,5.06,77.29,12.5,1.86,2.59,0.72,0.64,0.109,2.39,0,1.46,-0.11,1.72,28.22,4.57,20.34,2.28,1.78,0.97,6456
600426,农药化肥,2019Q3,20191227,20020620,16.27,0,0,187.3,136.75,0,26.99,46.9,122.61,6.91,31.65,4.59,0.23,20.7,106.11,75.67,22.52,0.38,22.51,19.12,19.12,18.79,92.32,27.25,2.27,43713,25088,45.69,-24.55,-2.2,2.17,10.87,2.79,1,1.176,8.41,0,1.27,5.68,1.68,73.01,13.98,28.68,21.23,18.02,2.62,3749
300432,汽车配件,2019Q3,20191227,20150319,4.35,0,0,23.55,14.48,-0.01,38.53,12.95,6.3,1.54,6.74,3.08,3.56,19.51,10.47,6.84,2.29,0.88,2.29,2.1,2.13,1.68,-10.41,2.13,-3.06,22188,8920,9.19,74.53,0.25,3.09,21.07,4.28,0,0.43,3.33,0,4.49,-2.39,0.49,61.5,14.69,34.61,21.88,20.32,0.65,1908
600513,化学制药,2019Q3,20191228,20030319,2.88,0,0,15.59,9.82,0.18,35.89,8.6,1.39,0.37,5.59,1.97,2.4,2.66,8.89,3.35,0.76,0,0.76,0.63,0.62,0.61,3.8,0.14,-0.9,22153,8107,10.82,9.19,22.55,3.92,268.74,4.33,0.64,0.22,3.41,0,0.92,1.32,0.05,62.98,6.3,62.28,8.58,6.96,0.26,1321
002214,电器仪表,2019Q3,20191228,20080218,4.59,0,0,15.48,11.17,0.02,27.72,11.84,0.9,0.17,4.06,3.95,5.61,1.98,3.95,1.57,1.03,0.01,1.03,0.92,0.92,0.84,4.07,0.28,-0.14,37331,8678,11.32,180.62,32.96,5.36,213.63,15.13,0.24,0.2,2.43,0,0.43,0.89,0.06,72.14,8.2,60.31,26.15,23.16,0.53,569
600111,小金属,2019Q3,20191228,19970924,36.33,0,0,236.43,95.39,32.41,45.95,173.08,33.4,7.18,63.84,86.24,22.96,1.55,140.85,125.95,6.2,0.18,6.13,4.71,4.61,3.96,42.33,2.57,-9.61,335729,5678,5.76,21.56,51.18,3.86,143.6,2.62,0.47,0.127,2.63,0,0.04,1.17,0.07,40.35,4.83,10.58,4.41,3.27,0.48,10184
688078,软件服务,2019Q3,20191229,20191230,0.71,0,0,2.47,1.85,0,25.25,2.33,0.07,0,0.61,0.06,1.59,0.2,1.05,0.4,0.43,0,0.42,0.36,0.36,0.37,0.98,0.1,-0.1,17281,932,5.19,0,0,7.75,382.58,37.4,0,0.511,7.19,7.19,0.29,1.38,0.15,74.75,19.57,61.64,40.38,34.31,0.11,311
300811,元器件,2019Q3,20191229,20191230,0.58,0,0,5.48,4.23,0,22.81,3.02,1.59,0.27,1.24,0.65,1.42,1.05,2.93,1.69,0.77,0,0.78,0.64,0.64,0.63,2.55,0.34,0.1,28798,500,4.04,0,0,6.17,137.73,15.85,0,1.117,13.08,13.08,1.83,4.42,0.59,77.19,15.21,42.21,26.42,21.94,0.15,674
603258,互联网,2019Q3,20191230,20161026,2.44,0,0,23.88,18.14,0.23,23.04,14.8,2.25,0.21,5.45,0,0.82,8.79,4.85,0.82,1.62,0.24,1.61,1.4,1.42,1.29,5.88,2.22,-5.17,27880,2551,7.39,59.35,51.62,3.89,31.91,14.59,0.63,0.59,7.44,7.44,3.6,2.41,0.91,75.99,7.8,82.99,33.49,29.2,0.83,692
002341,化工原料,2019Q3,20191230,20100122,11.52,0,0,96.88,51.58,-0.12,46.88,41.73,20.08,4.98,35.69,7.53,17.33,32.3,24.42,19.64,0.43,0.01,0.43,0.38,0.4,0.12,7.49,-5.88,-6.73,66045,11539,7.38,-86.79,-3.45,1.43,-12.54,3.02,0.43,0.035,4.48,0,2.8,0.65,-0.51,53.24,0.78,19.55,1.76,1.66,0.69,2969
002859,元器件,2019Q3,20191230,20170407,2.58,0,0,20.4,15.83,0,22.43,9.97,7.34,1.11,1.97,2.51,3,7.08,6.56,4.32,1.04,0.01,1.04,0.96,0.96,0.93,5.92,3.05,0.41,11608,9439,36.45,-53.11,-34.55,6.31,32.71,15.22,0.88,0.37,6.12,0,2.74,2.29,1.18,77.57,6.05,34.08,15.93,14.6,0.51,2204
601258,汽车服务,2019Q3,20191230,20110428,102.27,0,0,285.13,44.27,0.59,84.27,140.02,73.87,42.12,207.7,31.83,7.11,35.48,161.1,150.75,-20.03,0.55,-20.17,-20.77,-20.71,-20.91,-60,-35.84,-29.31,326824,26003,3.9,-783.9,-56.44,3.47,-4.28,0.95,0,-0.202,0.43,0,0.35,-0.59,-0.35,15.53,-46.78,6.42,-12.43,-12.85,0,18094
000778,钢加工,2019Q3,20191230,19970606,39.91,0,0,512.25,210.69,12.67,56.4,255.22,156.83,19.67,208.07,54.17,21.99,85.96,320.91,281.07,18.11,1.72,18.05,14.67,13.06,12.05,79.65,21.7,1.18,173525,13808,5.3,-27.86,1.12,0.73,7.06,0.48,5.1,0.327,5.28,0,2.15,2,0.54,41.13,6.2,12.42,5.64,4.07,2.11,15809
300647,元器件,2019Q3,20191230,20170503,2.38,0,0,12.4,5.98,0.12,50.84,5.58,3.26,0.17,5.27,0.9,1.63,2.53,3.46,2.19,0.02,-0.02,0.03,0.09,0.12,0.08,1.28,0.11,-1.09,21314,3381,4.53,-12.74,-10,5.33,295.79,9.22,0.11,0.051,2.51,0,1.06,0.54,0.05,48.21,2.02,36.76,0.58,3.5,0.23,794
600926,银行,2019Q3,20191230,20161027,51.3,0,0,9806.28,614.94,0,93.73,0,13.26,11.37,0,0,0,88.74,160.47,0,59.11,34.66,59.25,53.06,53.06,52.96,208.65,181.26,198.36,73498,30761,28.21,20.25,25.85,0.91,2.6,2.93,2.66,1.034,10.04,10.04,1.73,4.07,3.53,6.27,8.63,0,36.84,33.07,0,7509
600340,区域地产,2019Q3,20191230,20031230,30.13,0,0,4453.34,476.64,193.92,84.94,4023.69,56.94,67.95,2527.67,2776.13,387.69,18.71,643.18,383.34,142.69,2.05,140.42,98.88,97.46,97.04,341.57,-395.54,-50.09,80268,14399,38.01,23.71,42.48,2,-2.01,1.24,4.38,3.18,13.21,13.21,0.62,11.34,-13.13,10.7,20.45,40.4,22.18,15.15,0.07,26779
002037,化工原料,2019Q3,20191230,20040908,4.88,0,0,118.64,33.24,8,65.24,88.78,19.28,5.4,64.55,4.8,56.62,12.85,33.51,25.18,1.52,0.03,1.54,1.09,0.81,0.75,13.11,-2.93,-1.53,19931,11498,7.82,-49.16,-19.64,1,-11.3,0.99,1.04,0.167,6.82,0,2.63,2.69,-0.6,28.01,2.45,24.83,4.55,2.43,0.16,8271
300188,软件服务,2019Q3,20191230,20110316,8.04,0,0,34.62,25.4,0.12,26.3,19.97,2.72,0.65,8.32,5.19,5.79,6.87,8.63,3.87,-0.45,-0.02,-0.47,-0.48,-0.34,-0.48,8.81,-2.84,0.85,29369,12056,25.1,-172.08,19.25,6.59,-58.96,19.4,0.37,-0.042,3.16,0,0.85,1.1,-0.35,73.35,-1.34,55.15,-5.23,-3.96,1.98,2996
002849,电器仪表,2019Q3,20191230,20170217,1.33,0,0,14.62,6.62,0.47,51.53,12.45,1.23,0.3,7.19,2.76,6.91,2.49,8.17,5.68,0.91,0.02,0.91,0.74,0.55,0.52,2.7,-1.54,-2.23,12073,5498,7.5,14.8,42.08,2.73,-11.7,2.21,0.35,0.42,5,5,1.88,2.04,-1.17,45.28,8.35,30.5,11.09,6.76,0.33,655
000882,其他商业,2019Q3,20191230,19980616,27.37,0,0,127.33,80.84,2.1,34.86,65.88,0.51,3.05,36.51,8.72,3.36,46.77,9.27,4.8,2.32,2.84,2.29,2.14,2.18,0.86,4.04,1.95,4.7,122072,12737,2.78,-29.98,0.51,0.74,30.54,6.43,0.18,0.08,2.95,0,1.71,0.15,0.07,63.49,2.69,48.27,24.96,23.46,0,1182
600203,元器件,2019Q3,20191230,19990514,4.56,0,0,80.09,20.88,0.66,73.1,64.83,6.1,1.4,56.86,12.9,28.68,16.12,85.14,79.57,0.57,0.73,0.56,0.44,0.33,-0.41,-0.12,2.52,2.8,29667,10737,7.24,69.01,16.15,1.47,12.21,0.36,0,0.073,4.57,0,3.53,-0.03,0.55,26.07,1.6,6.55,0.67,0.39,2.68,4297
002327,纺织,2019Q3,20191230,20091230,8.5,0,0,42.22,32.53,0,22.95,24.28,9.84,1.09,9.53,8.33,0.8,2.38,16.77,8.09,2.91,0.41,2.93,2.46,2.46,2.11,22.36,6.4,-0.46,32738,11908,8.24,-15.44,-4.88,1.86,9.19,3.51,7.01,0.29,3.72,3.72,0.28,2.63,0.75,77.05,7.56,51.78,17.34,14.66,0.51,5671
600588,软件服务,2019Q3,20191230,20010518,25.04,0,0,152.24,62.33,10.65,52.06,79.88,26.58,8.04,77.92,0.23,13.15,15.98,50.09,19.09,5.76,2.52,5.76,5.37,4.47,1.74,18.24,-1.24,-18.27,78980,17518,57.04,196.39,10.14,12.99,-656.64,16.28,0.56,0.18,2.51,2.51,0.64,0.73,-0.05,40.94,7.17,61.9,11.51,8.92,11.34,16079
002200,环境保护,2019Q3,20191230,20071221,1.84,0,0,35.99,1.87,2.47,87.96,23.37,0.56,0.18,28.33,12.77,4.9,7.73,4.83,3.22,0.77,0.32,0.75,0.52,0.28,-0.63,-8.12,0.27,-1.7,11553,8969,6.16,112,68.36,6.78,46.47,2.62,0,0.152,1.01,0,4.2,-4.41,0.15,5.18,15.01,33.3,15.97,5.8,0.03,381
300430,电器仪表,2019Q3,20191230,20150319,2.72,0,0,23.3,16.79,0.21,27.04,13.08,1.95,0.66,6.19,4.31,4.43,9.04,4.69,2.64,0.59,0,0.59,0.56,0.54,0.52,4.67,0,-1.39,12727,10457,8.13,-11.43,1.62,1.26,19126.78,4.5,0,0.199,6.17,0,3.32,1.72,0,72.06,3.22,43.67,12.49,11.53,0.31,1334
603109,电气设备,2019Q3,20191230,20191231,1.47,0,0,12.53,6.51,0,48.1,9.04,1.43,1.73,4.32,2.62,2.61,1.14,9.27,6.69,1.02,0,1.02,0.86,0.86,0.78,4.11,0.16,0.04,40119,914,2.16,0,0,2.82,210.66,3.73,0,0.584,8.37,8.37,0.78,2.8,0.11,51.9,13.16,27.89,11.02,9.23,0.23,1621
300154,元器件,2019Q3,20191230,20101229,4.56,0,0,19,16.41,-0.02,13.72,16.8,0.8,0.39,2.37,1.08,0.66,7.4,3.9,2.59,1.09,0.07,1.09,0.9,0.91,0.81,3.38,0.57,-1.93,18747,7973,4.31,8.6,-11.33,1.5,43.16,6.32,3.53,0.2,3.6,0,1.62,0.74,0.13,86.39,5.56,33.63,27.97,23.41,0.22,885
601965,汽车服务,2019Q3,20191230,20120611,9.7,0,0,56.77,45.11,0.17,20.24,24.86,19.37,2.33,9.86,3.54,4.44,14.62,16.89,11.91,3.38,0.04,3.4,2.88,2.87,2.67,18.79,2.11,-3.85,26574,12285,10.05,11.33,-15.89,1.76,37.67,4.7,2.9,0.296,4.65,0,1.51,1.94,0.22,79.46,6.36,29.46,20.01,16.98,0.47,1456
600246,区域地产,2019Q3,20191230,20000922,20.54,0,0,128.98,73.48,5.02,39.14,73.66,1.53,0,25.82,42.24,0.25,35.25,7.11,3.29,3.13,3.97,3.16,2.65,2.4,-1.58,15.15,-6.42,4.29,43309,13723,7.14,-29.32,-74.6,1.45,-16.64,15.02,0.87,0.117,3.58,0,1.72,0.74,-0.31,56.97,3.26,53.71,44.02,33.74,0,352
600425,水泥,2019Q3,20191230,20030724,13.79,0,0,89.3,46.7,0.34,47.32,28.39,48.19,2.68,30.67,3.92,3.83,32.21,25.39,16.62,5.13,0.26,7.48,6.7,2.31,3.75,-0.98,6.02,2.34,99000,10277,3.85,-48.85,30.08,1.11,8.58,2.04,0,0.168,3.39,0,2.34,-0.07,0.44,52.3,4.95,34.55,20.19,9.11,0,3937
000977,IT设备,2019Q3,20191230,20000608,12.89,0,0,249.26,95.7,3.32,60.27,226.12,8.55,7.43,141.72,76.58,87.95,43.97,382.3,339.68,6.68,1.38,6.7,5.15,5.18,4.69,25.97,-37.77,-9.66,116000,6988,23.85,39.09,13.79,5.13,-11.65,1.15,0.17,0.402,6.65,6.65,3.41,2.01,-2.93,38.39,5.41,11.15,1.75,1.35,14.45,4648
300515,电器仪表,2019Q3,20191230,20160608,2.02,0,0,6.42,4.92,0.01,23.2,5.09,0.89,0.1,1.18,0.73,1.48,1.22,1.91,0.71,0.4,0.05,0.4,0.36,0.36,0.29,1.52,0.47,-0.12,16664,5492,5.17,18.15,10.01,3.86,40.53,9.96,0.99,0.176,2.44,0,0.6,0.76,0.23,76.62,7.24,62.74,21.03,18.66,0.22,464
000910,家居用品,2019Q3,20191230,19990630,5.54,0,0,77.23,47.36,1.83,36.31,50.17,13.33,5.72,27.73,21.18,10.85,3.11,51.14,32.56,5.86,0.02,5.86,4.81,4.68,4.59,36.95,1.37,-1.68,16976,17257,22.61,5.81,0.07,1.53,53.12,1.42,0.93,0.845,8.55,0,0.56,6.67,0.25,61.32,9.88,36.33,11.47,9.15,1.14,5241
300467,互联网,2019Q3,20191230,20150527,2.23,0,0,28.82,23.44,0.51,16.89,8.32,0.31,0.66,4.21,0,0.28,26.1,3.8,0.77,1.59,0.62,1.59,1.54,1.18,0.89,-5.2,1.33,4.7,23687,4854,8.53,-31.57,-28.1,1.67,29.53,10.32,0,0.52,10.49,0,11.69,-2.33,0.6,81.33,5.03,79.84,41.92,30.99,0.57,307
600200,化学制药,2019Q3,20191231,19990401,7.12,0,0,39.95,23.92,0.06,39.95,21,5.35,1.49,14.97,2.35,6.59,14.04,15.18,10.35,0.82,1.45,0.66,0.55,0.55,-0.56,1.62,0.73,0.14,73270,8025,5.91,-51.96,8.55,2.19,71.75,3.46,0,0.078,3.36,0,1.97,0.23,0.1,59.89,2.31,31.82,5.4,3.64,0.11,1791
600131,水力发电,2019Q3,20191231,19980402,11.07,0,0,24.66,13.12,0.06,46.54,3.37,13.45,0.25,5.44,0.01,0.09,0.87,7.98,6.69,1.11,0.86,1.23,1.19,1.19,1.08,5.47,1.22,0.98,31706,8192,13.86,8.72,-0.05,6.5,153.21,23.49,0.14,0.24,2.6,2.6,0.08,0.49,0.11,53.22,9.1,16.14,13.87,14.97,0,745
000541,家用电器,2019Q3,20191231,19931123,13.99,3.22,0,55.13,43.72,0.26,20.21,34.26,5.78,1.69,10.55,6.51,7.16,1.59,24.42,18.78,2.71,0.55,2.71,2.33,2.31,2.19,16.67,3.36,1.68,85241,10806,5.51,-28.72,-15.35,1.63,21.24,2.92,3.06,0.165,3.12,0,0.11,1.19,0.24,79.31,5.28,23.1,11.1,9.45,0.51,9234
002437,化学制药,2019Q3,20191231,20100623,21.98,0,0,96.06,46.21,0.64,51.23,30.23,16.27,4.97,43.61,4.44,6.07,4.2,39.77,10.66,3.73,-0.03,3.74,3.14,3.1,2.82,16.46,7.11,3.81,84500,10547,3.21,-1.2,0.38,1.45,9.39,1.68,0.39,0.141,2.1,0,0.19,0.75,0.32,48.1,6.72,73.2,9.38,7.8,0.78,2427
603499,广告包装,2019Q3,20191231,20171016,1.42,0,0,6.79,5.44,0.01,19.66,2.99,2.38,0.34,1.23,0.48,1.37,2.67,2.36,1.86,0.15,0,0.21,0.21,0.21,0.16,1.28,0.29,0.11,10757,3303,4.9,-45.17,-12.86,3.86,72.3,8.89,0.94,0.18,3.84,3.84,1.88,0.9,0.21,80.14,3.84,21.16,6.37,8.83,0.12,685
603996,家用电器,2019Q3,20191231,20151222,3,0,0,37.96,12.02,0,68.34,31.37,5.15,0.55,25.22,7.99,12.13,5.57,4.97,5.49,-2.56,0,-2.36,-2.01,-2.01,-2.63,2.64,-0.11,0.12,18906,5365,2.08,-325.17,-91.28,0.97,-110.39,2.34,0,-0.67,4,0,1.86,0.88,-0.04,31.66,-16.73,-10.42,-51.44,-40.48,0.6,2055
002821,生物制药,2019Q3,20191231,20161118,2.31,0,0,35.68,28.55,0,19.99,15.88,10.58,1.16,5.5,4.49,6.51,11.44,17.42,9.66,4.12,0.08,4.12,3.67,3.67,3.38,15.26,3.51,-3.57,12708,9631,146.41,40.48,44.61,12.32,100.2,20.19,0.26,1.6,12.34,0,4.95,6.59,1.52,80.01,12.84,44.59,23.67,21.03,1.35,3291
600548,路桥,2019Q3,20191231,20011225,21.81,0,7.48,435.57,179.96,25.5,52.83,68.76,13.27,237.65,63.26,5.1,2.94,62.19,41.85,21.17,22.82,8.06,22.87,23.3,21.51,19.27,62.27,12.86,4.58,17525,20943,21.84,41.44,1.09,1.26,17.69,5.43,6.6,0.986,8.25,0,2.85,2.86,0.59,41.32,11.95,49.41,54.53,51.39,0.07,4967
002696,渔业,2019Q3,20191231,20120905,3.49,0,0,42.98,19.85,0.91,51.68,20.4,8.78,1.61,19.49,4,5.5,10.79,21.04,15.68,0.58,-0.1,0.65,0.67,0.65,0.59,4.68,2.28,1.43,19813,9232,5.19,-50.25,-3.33,0.99,8.62,0.93,0.97,0.185,5.68,0,3.09,1.34,0.65,46.19,3.25,25.48,2.77,3.07,0,3967
002311,饲料,2019Q3,20191231,20091127,15.8,0,0,182.61,88.65,5.76,48.29,87.52,55.1,11,76.92,36.65,23,21.01,355.13,312.62,18.07,1.71,17.96,15.02,14.12,13.72,48.17,20.01,-11.32,12385,51910,176.75,11.13,15.18,6.07,26.89,1.52,0.84,0.9,5.61,0,1.33,3.05,1.27,48.55,15.93,11.97,5.09,3.98,2.63,17389
002094,日用化工,2019Q3,20191231,20061215,6.91,0,0,58.31,31.81,4.82,37.18,43.19,1.98,1.01,20.31,9.84,9.95,11.17,40.99,34.62,4.16,3.52,4.16,3.15,2.99,0.43,12.42,-5.31,-2.93,34747,13562,6.41,84.06,2.08,1.03,-6.16,0.8,0,0.433,4.59,4.59,1.62,1.8,-0.77,54.55,9.4,15.54,10.15,7.29,0.21,4634
603059,家居用品,2019Q3,20191231,20180302,1,0,0,11.75,9.5,0,19.12,7.06,2.68,0.24,2.09,1.23,1.39,5.1,6.03,4.46,1.1,0.19,1.13,0.87,0.87,0.79,3.17,0.82,-0.13,7389,3383,8.57,13.31,11.8,2.67,30.79,4.2,0.33,0.98,9.5,0,5.1,3.17,0.82,80.88,9.2,25.98,18.25,14.49,0.08,1861
300170,软件服务,2019Q3,20191231,20110201,8.84,0,0,42.85,31.19,-0.05,27.33,32.04,2.96,2.24,11.4,0,23.17,8.07,22.36,15.98,0.8,-0.17,0.86,0.83,0.84,0.54,14.32,-3.33,-1.42,61096,10905,10.93,-66.1,6,2.84,-26.6,3.96,0.28,0.095,3.53,0,0.91,1.62,-0.38,72.79,2.69,28.55,3.57,3.75,1.73,9570
002236,电器仪表,2019Q3,20191231,20080520,30.08,0,0,279.2,141.3,2.83,48.38,219,14.38,4.06,125.02,40.56,116.4,16.3,164.28,96.97,19.44,0.13,19.54,18.3,18.77,17.3,92.49,-5.38,-7.47,106822,14226,28.62,20.06,9.3,4.27,-112.44,3.68,0.47,0.64,4.71,4.71,0.54,3.07,-0.18,50.61,13.29,40.97,11.83,11.43,20.23,13608
300504,通信设备,2019Q3,20191231,20180330,2.67,0,0,25.07,18.22,0,27.35,22.73,1.63,0.43,6.82,6.26,6.26,7.6,17.12,13.79,1.32,0.11,1.31,1.19,1.19,1.09,7.17,-0.13,-2,33361,2700,6.05,-9.16,-19.66,3.29,-461.61,3.5,0.83,0.445,6.81,0,2.84,2.68,-0.05,72.65,6.54,19.46,7.68,6.95,0.77,3769
603226,家居用品,2019Q3,20191231,20170615,1.51,0,0,10.97,8.75,0,20.29,7.59,2.59,0.56,2.17,1.39,0.08,3.18,5.71,4.14,0.94,0.13,0.95,0.8,0.8,0.64,3.76,0.57,-0.13,4586,8625,14.41,2.66,-8.81,2.89,44.17,4.43,1.28,0.62,5.78,0,2.1,2.49,0.38,79.71,9.15,27.41,16.53,14.02,0.18,620
300203,环境保护,2019Q3,20191231,20110415,4.53,0,0,94.51,42.13,5.58,49.52,51.74,6.08,1.02,31.33,15.58,20.47,9.32,25.9,13.47,4.01,0.02,4,3.65,3.35,2.82,26.84,-0.69,-5.32,25578,11189,16.37,-24.94,12.57,1.57,-96.64,2.56,3.03,0.74,9.31,0,2.06,5.93,-0.15,44.58,7.95,48.02,15.47,12.93,2.51,5235
002970,通信设备,2019Q3,20191231,20191217,0.86,0,0,10.8,5.41,0.14,48.57,9.11,0.83,0.19,4.77,2.29,2.83,0.7,9.88,5.59,1.3,-0.02,1.3,1.12,1.1,0.97,3.81,0.81,0.21,45259,477,6.57,0,0,9.2,147.65,12.04,0,1.275,14.97,14.97,0.81,4.41,0.93,50.09,20.36,43.4,13.12,11.15,1.18,1757
002426,元器件,2019Q3,20191231,20100608,34.42,0,0,173.31,75.47,0.27,56.3,90.84,39.09,4.19,84.79,25.85,32.34,38.22,100.75,91.2,-3.9,-0.03,-4.05,-3.64,-3.66,-3.89,2.14,5.51,1.04,98900,22557,4.6,-219.28,-21.39,0.93,12.74,0.7,0,-0.106,2.19,0,1.11,0.06,0.16,43.54,-4.85,9.48,-3.88,-3.64,3.31,8510
600661,文教休闲,2019Q3,20200101,19930614,2.87,0,0,27.53,10.74,0.08,60.69,15.11,3.76,0.53,15.36,0.83,1.01,8.19,17.8,10.22,1.13,0.38,1.17,0.79,1.03,0.87,2.94,-0.9,-4.72,12136,7513,11.89,6.72,12.77,4.22,-50.23,2.55,0,0.36,3.75,0,2.86,1.03,-0.31,39.01,9.59,42.57,6.38,5.79,0.12,5926
300367,IT设备,2019Q3,20200101,20140129,11.96,0,0,69.8,37.12,0.2,46.53,46.37,3,0.54,30.17,1.7,25.66,12.74,6.47,2.48,-2.29,1.38,-2.21,-2.67,-2.67,-3.24,10.88,-6.89,-5.4,56437,12674,4.98,-239.09,-52.55,1.27,-6.82,7.26,0.64,-0.223,3.1,0,1.07,0.91,-0.58,53.18,-7.19,61.71,-35.42,-41.24,2.11,1645
002624,影视音像,2019Q3,20200102,20111028,12.93,0,0,173.6,95.38,8.54,40.14,118.52,3.63,1.42,46.21,23,29.75,23.41,58.12,19.95,15.49,1.17,15.51,14.61,14.76,14.2,56.8,8.17,0.99,21234,23392,111.09,12,5.43,6.44,75.11,10.56,0.39,1.141,7.38,0,1.81,4.39,0.63,54.94,15.47,65.68,26.64,25.39,10.06,4300
002766,汽车配件,2019Q3,20200102,20150611,4.22,0,0,39.82,11.64,0.03,70.7,27.79,3.75,1.5,22.66,2.42,9.8,9.13,5.91,4.89,-1.9,-0.02,-1.91,-1.51,-1.5,-1.53,-2.14,-0.39,-0.58,22576,8942,3.89,-331.66,-47.34,1.58,-47.34,3.11,0,-0.356,2.76,0,2.16,-0.51,-0.09,29.22,-12.92,17.13,-32.24,-25.46,0.84,1536
600556,软件服务,2019Q3,20200102,20010807,16.8,0,0,0.76,-0.45,-0.02,161.69,0.6,0.01,0,0.87,0,0.13,4.56,0.2,0.15,-0.61,0,-0.86,-0.86,-0.85,-0.6,-9.34,-0.12,-0.15,29292,8763,11.53,-525.95,-58.12,-116.46,-1829.6,1111.36,0,-0.22,-0.11,-0.11,0.27,-0.56,-0.01,-59.02,-- ,23.89,-307.71,-426.91,0,181
